STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       7341;20050715;-999;-999;-999;    3;   1.8;   4;-999;-999;  -999;  -999;    -999;   -999;-999;   -999;   -999;-999;eor
       7341;20050716;-999;-999;-999;    3;  -999;-999;-999;-999;  -999;  -999;    -999;   -999;-999;   -999;   -999;-999;eor
       7341;20050717;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  -999;    -999;   -999;-999;   -999;   -999;-999;eor
       7341;20050718;-999;-999;-999;    3;   0.7;   4;-999;-999;   3.3;  15.3;  994.50;   22.4;   59.00;   -999;   -999;-999;eor
       7341;20050719;-999;-999;-999;    3;   3.3;   4;    3.400;-999;   7.3;  14.3; 1000.90;   19.8;   62.00;   22.1;   16.5;   14.5;eor
       7341;20050720;-999;-999;-999;    3;   1.5;   4;    2.200;-999;   6.3;  13.4; 1004.40;   17.9;   66.00;   22.8;   12.8;   10.6;eor
       7341;20050721;-999;-999;-999;    3;   0.1;   4;    6.900;-999;   5.9;  11.7; 1001.80;   17.5;   61.00;   22.6;   12.0;    9.9;eor
       7341;20050722;-999;-999;-999;    3;   1.2;   4;    0.000;-999;   7.8;  13.2;  998.00;   16.1;   73.00;   19.1;   13.8;   13.1;eor
       7341;20050723;-999;-999;-999;    3;   0.0;   0;    5.000;-999;   7.3;  11.2;  996.10;   17.0;   59.00;   21.9;   12.8;   10.7;eor
       7341;20050724;-999;-999;-999;    3;   5.4;   4;    5.000;-999;   5.9;  15.3;  994.20;   17.7;   77.00;   24.8;   11.4;    9.6;eor
       7341;20050725;-999;-999;-999;    3;   2.3;   4;    5.000;-999;   6.8;  18.1;  992.10;   20.3;   78.00;   25.8;   16.9;   16.2;eor
       7341;20050726;-999;-999;-999;    3;   2.2;   4;    4.400;-999;   7.3;  16.6;  996.50;   20.0;   73.00;   24.7;   16.3;   15.1;eor
       7341;20050727;-999;-999;-999;    3;   0.5;   4;   11.600;-999;   5.1;  18.0;  996.40;   23.8;   64.00;   31.6;   17.0;   16.6;eor
       7341;20050728;-999;-999;-999;    3;   1.6;   4;    9.700;-999;   4.5;  19.9;  996.60;   26.2;   62.00;   34.5;   19.2;   18.2;eor
       7341;20050729;-999;-999;-999;    3;   7.7;   4;    3.500;-999;   7.2;  20.6;  998.20;   22.4;   77.00;   27.3;   18.2;   17.5;eor
       7341;20050730;-999;-999;-999;    3;   0.0;   0;    6.600;-999;   5.4;  16.5;  999.10;   20.1;   72.00;   25.5;   13.4;   12.0;eor
       7341;20050731;-999;-999;-999;    3;   0.0;   0;    7.800;-999;   4.0;  14.0;  999.90;   18.5;   69.00;   24.5;   11.5;   10.2;eor
       7341;20050801;   10;   6.2;-999;    3;   0.5;   4;    8.000;-999;   5.5;  14.7; 1002.90;   18.5;   71.00;   24.4;   12.5;   11.3;eor
       7341;20050802;   10;   6.8;-999;    3;   0.0;   4;    0.700;-999;   7.6;  13.9; 1004.20;   18.2;   67.00;   22.1;   14.6;   13.4;eor
       7341;20050803;   10;  11.0;-999;    3;   0.1;   4;    8.700;-999;   5.5;  12.3; 1004.70;   19.7;   56.00;   24.9;   15.2;   14.5;eor
       7341;20050804;   10;   9.2;-999;    3;   0.0;   0;    7.400;-999;   3.8;  11.7; 1009.10;   17.7;   60.00;   23.4;   11.3;    9.1;eor
       7341;20050805;   10;   9.8;-999;    3;   1.0;   4;    3.900;-999;   5.4;  13.7; 1005.10;   16.3;   75.00;   23.4;    9.1;    7.2;eor
       7341;20050806;   10;  10.5;-999;    3;   3.4;   4;    7.500;-999;   5.4;  12.0; 1002.40;   16.2;   67.00;   21.0;   12.0;   11.7;eor
       7341;20050807;   10;  13.3;-999;    3;   1.3;   4;    5.800;-999;   6.3;  11.1;  998.90;   14.2;   70.00;   19.2;    9.8;    8.7;eor
       7341;20050808;   10;   9.3;-999;    3;   1.6;   4;    3.200;-999;   7.2;  12.7; 1000.80;   14.4;   78.00;   19.2;   10.8;    9.9;eor
       7341;20050809;   10;   9.6;-999;    3;   0.0;   0;    5.900;-999;   6.5;  11.6; 1000.00;   15.5;   69.00;   21.0;   11.2;    9.4;eor
       7341;20050810;   10;  11.0;-999;    3;   0.0;   0;-999;-999;   5.9;  10.8;  998.80;   14.9;   65.00;   20.2;   10.2;    7.1;eor
       7341;20050811;   10;   7.8;-999;    3;   0.0;   0;    5.100;-999;   5.3;  12.7;  999.80;   15.5;   74.00;   23.0;    7.8;    5.4;eor
       7341;20050812;   10;   8.7;-999;    3;   3.2;   4;    6.100;-999;   5.3;  15.6;  998.80;   17.3;   80.00;   25.3;   12.3;   10.6;eor
       7341;20050813;   10;  12.5;-999;    3;   0.3;   4;    9.500;-999;   3.8;  12.7; 1003.20;   16.5;   70.00;   23.1;   10.1;    8.4;eor
       7341;20050814;   10;   7.7;-999;    3;  12.5;   4;    1.000;-999;   7.0;  15.0;  998.30;   14.7;   90.00;   16.5;   13.4;   12.5;eor
       7341;20050815;   10;   6.4;-999;    3;   2.6;   4;    4.000;-999;   7.2;  15.1; 1003.10;   15.9;   84.00;   20.8;   12.3;   11.4;eor
       7341;20050816;   10;   7.8;-999;    3;   0.0;   0;    7.900;-999;   3.8;  15.3; 1006.50;   18.2;   75.00;   23.5;   14.0;   11.7;eor
       7341;20050817;   10;   6.7;-999;    3;   0.0;   0;   12.900;-999;   0.6;  14.1; 1005.40;   18.8;   68.00;   25.9;   11.7;    9.7;eor
       7341;20050818;   10;   8.8;-999;    3;   0.0;   0;   11.900;-999;   1.3;  15.9; 1001.00;   21.6;   64.00;   28.5;   13.9;   11.9;eor
       7341;20050819;   10;  11.6;-999;    3;  23.8;   4;    8.200;-999;   4.0;  17.6;  999.60;   20.7;   75.00;   29.1;   14.4;   12.5;eor
       7341;20050820;   10;-999;-999;    3;  -999;-999;-999;-999;   6.8;  16.0; 1002.60;   19.0;   74.00;   -999;   -999;-999;eor
       7341;20050821;   10;-999;-999;    3;  -999;-999;-999;-999;  -999;  -999;    -999;   -999;-999;   -999;   -999;-999;eor
       7341;20050822;   10;   9.4;-999;    3;   0.4;   4;-999;-999;  -999;  -999;    -999;   -999;-999;   24.4;   -999;   15.9;eor
       7341;20050823;   10;   7.8;-999;    3;   0.0;   0;    2.700;-999;   7.1;  15.8;  998.70;   19.3;   71.00;   23.0;   16.4;   15.9;eor
       7341;20050824;   10;   7.0;-999;    3;   0.1;   4;    5.000;-999;   6.6;  15.9;  999.10;   18.9;   73.00;   22.9;   15.9;   14.4;eor
       7341;20050825;   10;  10.4;-999;    3;   3.8;   4;    0.000;-999;   6.8;  16.0;  993.60;   16.2;   87.00;   18.7;   13.4;   11.7;eor
       7341;20050826;   10;-999;-999;    3;  -999;-999;-999;-999;   3.1;  11.9; 1002.00;   15.5;   70.00;   -999;   -999;-999;eor
       7341;20050828;-999;-999;-999;    3;  -999;-999;-999;-999;  -999;  -999;    -999;   -999;-999;   -999;   -999;-999;eor
       7341;20050829;   10;-999;-999;    3;   0.0;   4;-999;-999;  -999;  -999;    -999;   -999;-999;   28.2;   -999;   12.4;eor
       7341;20050830;   10;   7.7;-999;    3;   0.0;   0;   12.700;-999;   0.0;  15.1; 1009.60;   20.8;   66.00;   29.7;   12.5;   10.5;eor
       7341;20050831;   10;   8.1;-999;    3;   0.0;   0;   12.600;-999;   0.0;  16.1; 1003.10;   21.5;   67.00;   30.1;   13.7;   11.4;eor
       7341;20050901;   10;   9.5;-999;    3;   0.0;   0;   10.300;-999;   2.0;  17.7; 1000.90;   22.4;   68.00;   30.0;   14.7;   12.8;eor
       7341;20050902;   10;   5.1;-999;    3;   0.0;   0;    3.700;-999;   4.2;  17.7; 1008.80;   21.6;   69.00;   26.1;   17.0;   15.1;eor
       7341;20050903;   10;   8.1;-999;    3;   0.0;   0;   10.300;-999;   2.7;  16.3; 1012.40;   21.1;   67.00;   27.1;   15.7;   13.0;eor
       7341;20050904;   10;   7.0;-999;    3;   0.0;   0;   11.100;-999;   0.8;  15.0; 1009.50;   19.8;   67.00;   27.1;   12.9;   10.9;eor
       7341;20050905;   10;   8.2;-999;    3;   0.0;   0;   12.400;-999;   0.2;  12.9; 1002.30;   19.4;   62.00;   27.6;   11.3;    9.0;eor
       7341;20050906;   10;   5.4;-999;    3;   0.0;   0;   11.800;-999;   0.5;  14.9;  997.50;   20.3;   65.00;   28.9;   12.5;   10.3;eor
       7341;20050907;   10;   6.3;-999;    3;   0.0;   0;   12.200;-999;   0.1;  14.6;  997.80;   20.8;   65.00;   30.0;   12.8;   10.4;eor
       7341;20050908;   10;   4.8;-999;    3;   0.0;   0;   11.100;-999;   0.3;  15.4;  999.90;   21.0;   66.00;   30.2;   12.9;   11.1;eor
